Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
2008-01-03 03:05:00,VKO,LED,XW 107,Sky Express (XW/SXR),,01:40:00,,0,1,1,Boeing 737 (B73X),,,,,,,
2007-11-26 08:45:00,KGD,VKO,XW 142,Sky Express (XW/SXR),,02:00:00,,0,1,1,Boeing 737 (B73X),,,,,,,
2007-11-25 06:30:00,VKO,KGD,XW 141,Sky Express (XW/SXR),,02:00:00,,0,1,1,Boeing 737 (B73X),,,,,,,
2007-05-18 00:00:00,BKA,GOJ,,Centre-Avia Airlines (J7/CVC),,00:54:00,,0,1,1,Yakovlev Yak-42 (YK42),,,,,,,
2006-09-05 09:00:00,DME,AYT,0,Orenair (R2/ORB),,03:00:00,,0,1,1,Boeing 737 (B73X),,,,,,,
1990-01-01 00:00:00,VKO,KGD,,Aeroflot (SU/AFL),,01:41:00,,1,1,1,Tupolev TU-154 (T154),,,,,,,
2014-07-13 22:27:00,SIP,SVO,QD107,Dobrolet Airlines (G2/DOB),,01:02:00,25E,3,1,1,Boeing 737 (B73X),VQ-BTG,,,,,,
2014-07-11 19:05:00,SVO,SIP,QD107,Dobrolet Airlines (G2/DOB),,02:02:00,29E,2,1,1,Boeing 737 (B73X),VQ-BTG,,,,,,
2014-06-22 22:54:00,KZN,SVO,SU1195,Aeroflot (SU/AFL),,01:03:00,12A,1,1,1,Sukhoi Superjet 100 (SU95),RA-89015,,,,,,
2013-01-11 09:45:00,USU,MNL,2P32,Air Philippines Corporation (2P/GAP),,00:51:00,,0,1,1,Bombardier Dash 8-400 (DH8D),,,,,,,
2013-01-08 13:50:00,MNL,USU,2P33,Air Philippines Corporation (2P/GAP),,00:55:00,,0,1,1,Bombardier Dash 8-400 (DH8D),,,,,,,
2011-10-06 19:00:00,VVO,FNJ,272,Air Koryo (JS/KOR),,01:40:00,9F,3,1,1,Tupolev TU-204 (T204),P-633,,,,,,
2011-07-31 12:35:00,KGD,SVO,AO206,Avianova (AO/NET),,01:45:00,16A,1,1,1,Boeing 737 (B73X),EI-ELN,,,,,,
2011-07-30 06:20:00,SVO,KGD,AO205,Avianova (AO/NET),,01:50:00,25F,1,1,1,Boeing 737 (B73X),EI-ELN,,,,,,
2010-11-21 09:00:00,AER,SVO,AO128,Avianova (AO/NET),,02:10:00,23A,1,1,1,Airbus A320 (A320),EI-ELE,,,,,,
2010-11-20 06:00:00,SVO,AER,AO127,Avianova (AO/NET),,02:10:00,22F,1,1,1,Airbus A320 (A320),EI-ELE,,,,,,
2010-10-31 09:20:00,ASF,SVO,AO164,Avianova (AO/NET),,02:05:00,15A,1,1,1,Airbus A320 (A320),,,,,,,
2010-10-30 09:00:00,SVO,VOG,AO481,Avianova (AO/NET),,01:20:00,22F,1,1,1,Airbus A320 (A320),EI-ELE,,,,,,
2010-08-08 06:00:00,KRR,SVO,AO138,Avianova (AO/NET),,02:10:00,19B,3,1,1,Airbus A320 (A320),EI-ELE,,,,,,
2010-07-04 12:10:00,GDZ,SVO,AO146,Avianova (AO/NET),,02:25:00,,1,1,1,Airbus A320 (A320),EI-EEL,,,,,,
2010-07-02 08:05:00,SVO,RVI,AO155,Avianova (AO/NET),,01:45:00,,1,1,1,Airbus A320 (A320),EI-EEI,,,,,,
2010-06-27 08:50:00,KUF,SVO,AO422,Avianova (AO/NET),,01:25:00,4F,1,1,1,Airbus A320 (A320),EI-ELN,,,,,,
2010-06-25 05:25:00,SVO,KUF,AO421,Avianova (AO/NET),,01:20:00,4A,1,1,1,Airbus A320 (A320),EI-ELD,,,,,,
2010-06-12 07:20:00,SVO,ARH,AO295,Avianova (AO/NET),,01:40:00,3F,1,1,1,Airbus A320 (A320),EI-ELD,,,,,,
2010-06-06 07:00:00,KRR,SVO,AO136,Avianova (AO/NET),,02:00:00,4B,3,1,1,Airbus A320 (A320),EI-EEI,,,,,,
2010-06-04 07:00:00,SVO,KRR,AO135,Avianova (AO/NET),,02:00:00,4E,2,1,1,Airbus A320 (A320),EI-ELD,,,,,,
2010-04-04 05:40:00,SVO,UFA,AO497,Avianova (AO/NET),,01:55:00,18F,1,1,1,Airbus A320 (A320),EI-EEI,,,,,,
2009-11-10 08:00:00,RVI,VKO,AO156,Avianova (AO/NET),,01:35:00,3E,2,1,1,Airbus A320 (A320),EI-EEL,,,,,,
2009-09-10 06:30:00,VKO,RVI,AO155,Avianova (AO/NET),,01:35:00,28E,2,1,1,Airbus A320 (A320),EI-EEL,,,,,,
2008-09-20 00:00:00,SSH,VKO,3G 9542,Atlant-Soyuz Airlines (3G/AYZ),,03:56:00,16B,2,1,1,Ilyushin IL-86 (IL86),,,,,,,
2008-09-06 00:00:00,VKO,SSH,,Atlant-Soyuz Airlines (3G/AYZ),,03:56:00,,0,1,1,Ilyushin IL-86 (IL86),,,,,,,
2007-08-20 00:00:00,AYT,DME,,VIM Airlines (NN/MOV),,02:52:00,,0,1,1,Ilyushin IL-86 (IL86),,,,,,,
2007-08-06 00:00:00,DME,AYT,,VIM Airlines (NN/MOV),,02:52:00,,0,1,1,Ilyushin IL-86 (IL86),,,,,,,
2006-09-12 03:00:00,AYT,DME,,S7 Airlines (S7/SBI),,02:00:00,,0,1,1,Ilyushin IL-86 (IL86),,,,,,,
2011-10-13 08:15:00,FNJ,VVO,271,Air Koryo (JS/KOR),,01:50:00,,2,1,1,Tupolev TU-154 (T154),P-561,,,,,,
2011-06-13 17:50:00,TLL,RIX,BT362,AirBaltic (BT/BTI),,00:51:00,10A,1,1,1,Bombardier Dash 8-400 (DH8D),YL-BAJ,,,,,,
2011-06-11 18:20:00,RIX,TLL,BT317,AirBaltic (BT/BTI),,01:10:00,10A,1,1,1,Bombardier Dash 8-400 (DH8D),YL-BAQ,,,,,,
2015-01-11 23:37:00,IST,VKO,TK419,Turkish Airlines (TK/THY),,01:20:00,,1,1,1,Airbus A321 (A321),TC-JMH,,,,,,
2015-01-11 11:42:00,BKK,IST,TK65,Turkish Airlines (TK/THY),,10:56:00,,1,1,1,Airbus A330 (A330),TC-JNH,,,,,,
2015-01-10 12:56:00,REP,DMK,FD619,Thai AirAsia (FD/AIQ),,00:43:00,,0,1,1,Airbus A320 (A320),HS-ABA,,,,,,
2015-01-08 20:32:00,DMK,REP,FD618,Thai AirAsia (FD/AIQ),,00:42:00,,1,1,1,Airbus A320 (A320),hs-aby,,,,,,
2015-01-08 15:25:00,HKT,DMK,DD7507,Nok Air (DD/NOK),,01:28:00,,1,1,1,Boeing 737 (B73X),HS-DBL,,,,,,
2015-01-05 20:39:00,DMK,HKT,FD3013,Thai AirAsia (FD/AIQ),,01:01:00,,1,1,1,Airbus A320 (A320),HS-BBE,,,,,,
2014-12-30 21:13:00,IST,BKK,TK64,Turkish Airlines (TK/THY),,08:29:00,,3,1,1,Airbus A330 (A330),,,,,,,
2014-12-29 22:18:00,VKO,IST,TK416,Turkish Airlines (TK/THY),,03:44:00,,1,1,1,Airbus A321 (A321),TC-JSG,,,,,,
2014-02-24 06:40:00,AER,VKO,UT580,UTair Aviation (UT/UTA),,02:10:00,,0,1,1,Boeing 737 (B73X),,,,,,,
2017-08-27 12:55:00,FRA,DME,LH1448,Lufthansa (LH/DLH),,03:05:00,,1,1,1,Airbus A320 (A320),DAIPZ,,,,,,
2017-08-26 15:20:00,LAX,FRA,LH457,Lufthansa (LH/DLH),,11:00:00,,1,1,1,Airbus A380-800 (A388),DAIME,,,,,,
2017-08-12 06:30:00,DME,VIE,OS606,Austrian Airlines (OS/AUA),,02:50:00,,1,1,1,Airbus A320-200 (A320),,,,,,,
2017-08-12 10:00:00,VIE,LAX,OS81,Austrian Airlines (OS/AUA),,12:30:00,,1,1,1,Boeing 777-200 (B772),,,,,,,
2017-08-16 08:15:00,SFO,PDX,WN1413,Southwest Airlines (WN/SWA),,01:40:00,,1,1,1,Boeing 737-700 (B737),N7856A,,,,,,
2017-08-25 14:49:00,PDX,LAX,NK991,Spirit Airlines (NK/NKS),,02:24:00,,1,1,1,Airbus A319 (A319),N535NK,,,,,,
2017-10-28 10:40:00,VNO,IST,TK1410,Turkish Airlines (TK/THY),,02:45:00,,1,1,1,Boeing 737-900 (B739),TC-JYC,,,,,,
2017-10-29 09:35:00,IST,OPO,TK1449,Turkish Airlines (TK/THY),,04:50:00,3A,1,2,1,Boeing 737-800 (B738),TC-JHP,,,,,,
2017-11-06 11:20:00,LIS,IST,TK1756,Turkish Airlines (TK/THY),,04:55:00,,1,1,1,Boeing 737-800 (B738),TC-JHF,,,,,,
2017-11-07 00:35:00,IST,VKO,TK419,Turkish Airlines (TK/THY),,02:55:00,10B,2,1,1,Airbus A321 (A321),TC-JRC,,,,,,
2017-11-11 01:55:00,VKO,MMK,UT577,UTair Aviation (UT/UTA),,02:25:00,3D,3,1,1,Boeing 737-500 (B735),VQ-BJT,,,,,,
2017-11-11 20:40:00,MMK,VKO,UT582,UTair Aviation (UT/UTA),,02:25:00,19A,1,1,1,Boeing 737-500 (B735),VP-BFW,,,,,,
2017-11-18 01:55:00,VKO,MMK,UT577,UTair Aviation (UT/UTA),,02:25:00,21F,1,1,1,Boeing 737-500 (B735),VQ-BJU,,,,,,
2017-11-20 20:40:00,MMK,VKO,UT582,UTair Aviation (UT/UTA),,02:25:00,21A,1,1,1,Boeing 737-500 (B735),VQ-BJN,,Aurora flight,,,,
2017-12-16 13:15:00,DME,MXP,IG822,Meridiana (IG/ISS),,03:35:00,11F,1,1,1,Boeing 737-800 (B738),EI-FLM,,,,,,
2017-12-17 15:35:00,VCE,ATH,A3671,Aegean Airlines (A3/AEE),,02:10:00,28F,1,1,1,Airbus A320-200 (A320),SX-DVI,,,,,,
2017-12-17 23:30:00,ATH,DME,A3972,Aegean Airlines (A3/AEE),,03:40:00,12A,1,1,1,Airbus A320 (A320),SX-DNE,,,,,,
2017-12-31 10:10:00,DME,LCA,U67029,Ural Airlines (U6/SVR),,03:50:00,11F,1,1,1,Airbus A320 (A320),VP-BTZ,,,,,,
2018-01-07 13:50:00,LCA,DME,U67030,Ural Airlines (U6/SVR),,03:50:00,17A,1,1,1,Airbus A320 (A320),VQ-BGI,,,,,,
2018-03-01 04:25:00,VKO,IST,TK420,Turkish Airlines (TK/THY),,03:05:00,,1,1,1,Boeing 737-800 (B738),TC-JHM,,,,,,
2018-03-01 13:40:00,IST,LAX,TK9,Turkish Airlines (TK/THY),,14:10:00,,1,1,1,Boeing 777-300ER (B77W),TC-LJA,,,,,,
2018-03-11 19:30:00,LAX,IST,TK10,Turkish Airlines (TK/THY),,13:05:00,,1,1,1,Boeing 777-300ER (B77W),TC-JJZ,,,,,,
2018-03-13 00:35:00,IST,VKO,TK419,Turkish Airlines (TK/THY),,02:55:00,,1,1,1,Boeing 737-800 (B738),TC-JVG,,,,,,
2017-07-24 05:05:00,KUN,SVO,SU2121,Aeroflot (SU/AFL),,01:20:00,23A,1,1,1, (),VQ-BAX,,,,,,
2017-07-23 20:21:00,KEF,KUN,W68089,Wizz Air Bulgaria (8Z/WVL),,03:29:00,29B,2,1,1, (),HA-LYJ,,,,,,
2017-07-16 18:22:00,KUN,KEF,W68089,Wizz Air Bulgaria (8Z/WVL),,03:47:00,,2,1,1, (),HA-LYJ,,,,,,
2017-03-12 20:33:00,SIP,DME,U62842,Ural Airlines (U6/SVR),,02:09:00,25A,1,1,1, (),vq-bag,,,,,,
2017-03-10 18:29:00,VKO,SIP,SU6147,Aeroflot (SU/AFL),,02:09:00,7a,1,1,1, (),vp-bus,,,,,,
2017-03-04 03:04:00,VKO,EVN,UT879,UTair Aviation (UT/UTA),,02:49:00,7F,1,1,1, (),VQ-BJN,,,,,,
2017-02-27 01:11:00,IST,VKO,TK419,Turkish Airlines (TK/THY),,02:20:00,,0,1,1, (),TC-JYL,,,,,,
2017-02-26 12:47:00,OPO,IST,TK1450,Turkish Airlines (TK/THY),,04:02:00,,1,1,1, (),TC-JVF,,,,,,
2017-02-18 09:39:00,IST,LIS,TK1755,Turkish Airlines (TK/THY),,04:35:00,,1,1,1, (),TC-JVC,,,,,,
2017-02-17 21:56:00,VKO,IST,TK416,Turkish Airlines (TK/THY),,02:36:00,,1,1,1, (),TC-JMI,,,,,,
2017-01-15 14:30:00,PEK,SVO,CA909,Air China (CA/CCA),,07:43:00,42L,1,1,1, (),B-6073,,,,,,
2017-01-15 05:41:00,SGN,PEK,CA904,Air China (CA/CCA),,04:37:00,24a,1,1,1, (),B-5227,,,,,,
2017-01-13 21:29:00,PQC,SGN,BL268,Pacific Airlines (BL/PIC),,00:50:00,6A,1,1,1, (),VN-A560,,,,,,
2016-12-30 00:15:00,PEK,BKK,CA809,Air China (CA/CCA),,05:34:00,,1,1,1, (),,,,,,,
2016-12-28 19:06:00,SVO,PEK,CA910,Air China (CA/CCA),,07:51:00,56A,1,1,1, (),,,,,,,
2018-04-28 19:50:00,SVO,JFK,SU122,Aeroflot (SU/AFL),,10:47:00,,1,1,1,Airbus A330-300 (A333),VQ-BEK,,,,,,
2018-05-02 19:10:00,JFK,SVO,SU103,Aeroflot (SU/AFL),,09:10:00,,1,1,1,Boeing 777-300ER (B77W),VQ-BIL,,,,,,
2018-05-19 05:15:00,DME,SIP,S7263,S7 Airlines (S7/SBI),,02:35:00,24A,1,1,1,Boeing 737-800 (B738),VP-BQF,,,,,,
2018-05-20 20:35:00,SIP,DME,U62842,Ural Airlines (U6/SVR),,02:30:00,34A,1,1,1,Airbus A321 (A321),VQ-BOB,,,,,,
2018-10-04 23:45:00,VKO,SGC,DP259,Pobeda (DP/PBD),,03:10:00,31A,1,1,1,Boeing 737-800 (B738),VP-BPJ,,,,,,
2018-10-08 06:00:00,SGC,VKO,DP260,Pobeda (DP/PBD),,03:20:00,31A,1,1,1,Boeing 737-800 (B738),VP-BQB,,,,,,
2018-10-12 21:06:00,VKO,IKT,DP425,Pobeda (DP/PBD),,05:44:00,31A,1,1,1,Boeing 737-800 (B738),VQ-BTS,,,,,,
2018-10-13 09:16:00,IKT,UUD,DP425,Pobeda (DP/PBD),,00:29:00,31A,1,1,1,Boeing 737-800 (B738),VQ-BTS,,,,,,
2018-10-15 13:00:00,UUD,VKO,DP426,Pobeda (DP/PBD),,06:00:00,30F,1,1,1,Boeing 737-800 (B738),VQ-BTH,,,,,,
2018-10-18 20:40:00,VKO,UUD,DP425,Pobeda (DP/PBD),,05:55:00,28A,1,1,1,Boeing 737-800 (B738),VQ-BTS,,,,,,
2018-10-21 08:05:00,UUD,VKO,DP426,Pobeda (DP/PBD),,06:40:00,30A,1,1,1,Boeing 737-800 (B738),VQ-BTG,,,,,,
2018-10-26 19:30:00,VKO,VOG,DP181,Pobeda (DP/PBD),,01:40:00,12E,2,1,1,Boeing 737-800 (B738),VP-BQC,,,,,,
2018-10-27 21:35:00,VOG,VKO,DP182,Pobeda (DP/PBD),,01:45:00,12A,1,1,1,Boeing 737-800 (B738),VQ-BTI,,no window,,,,
2016-12-17 00:00:00,BGY,VKO,PBD806,Pobeda (DP/PBD),,03:15:00,23D,3,1,1,Boeing 737 (B73X),VQ-BTE,,,,,,
2016-12-16 00:00:00,VKO,BGY,PBD805,Pobeda (DP/PBD),,03:01:00,6B,2,1,1,Boeing 737 (B73X),VQ-BTC,,,,,,
2016-12-11 00:00:00,KUF,VKO,PBD422,Pobeda (DP/PBD),,01:37:00,26A,1,1,1,Boeing 737 (B73X),VQ-BWG,,Хорошее место,,,,
2016-12-11 00:00:00,ALA,KUF,PBD834,Pobeda (DP/PBD),,03:20:00,17A,1,1,1,Boeing 737 (B73X),VQ-BWG,,Плохое место,,,,
2016-12-09 00:00:00,KUF,ALA,PBD833,Pobeda (DP/PBD),,02:53:00,17A,1,1,2,Boeing 737 (B73X),VQ-BTD,,Плохое место,,,,
2016-12-09 00:00:00,VKO,KUF,PBD421,Pobeda (DP/PBD),,01:22:00,26F,1,1,1,Boeing 737 (B73X),VQ-BTD,,.,,,,
2016-12-04 00:00:00,IGT,VKO,PBD175,Pobeda (DP/PBD),,02:14:00,9D,3,1,1,Boeing 737 (B73X),VQ-BTI,,,,,,
2016-12-03 00:00:00,VKO,OGZ,PBD195,Pobeda (DP/PBD),,02:02:00,30F,1,1,1,Boeing 737 (B73X),VQ-BWG,,.,,,,
2016-11-08 00:00:00,MXP,SVO,SU2415, (/),,02:41:00,10,1,1,1,Airbus A321 (A321),VQ-BEA,,,,,,
2016-11-05 00:00:00,SVO,FCO,AZ595,Alitalia (AZ/AZA),,03:26:00,22,3,1,1,Airbus A320 (A320),EI-DTB,,,,,,
2016-11-05 00:00:00,FCO,VCE,AZ1467,Alitalia (AZ/AZA),,00:40:00,8F,1,1,1, (),EI-RDB,,,,,,
2016-07-24 00:00:00,PKC,SVO,SU1731, (/),,08:05:00,48K,1,1,1,Boeing 777 (B777),VQ-BUB,,,,,,
2016-07-17 00:00:00,SVO,PKC,SU1730, (/),,08:53:00,44A,1,1,1,Boeing 777 (B777),VP-BGB,,,,,,
2016-05-30 00:00:00,HER,DME,ZF7766, (/),,03:54:00,11E,1,1,1,Boeing 757 (B757),VP-BAS,,,,,,
2016-05-27 00:00:00,DME,HER,ZF7765, (/),,03:47:00,38A,1,1,1,Boeing 757 (B757),VP-BPB,,,,,,
2016-04-18 00:00:00,IST,VKO,TK1840,Turkish Airlines (TK/THY),,02:39:00,30A,1,1,1,Airbus A321 (A321),TC-JSM,,,,,,
2016-04-17 00:00:00,VCE,SAW,TK1840,Turkish Airlines (TK/THY),,02:15:00,26A,1,1,1,Boeing 737 (B73X),TC-JFE,,,,,,
2016-04-16 00:00:00,VKO,BGY,PBD805,Pobeda (DP/PBD),,03:24:00,26F,1,1,1,Boeing 737 (B73X),VQ-BWH,,,,,,
2016-03-13 00:00:00,SIN,DME,SQ62,Singapore Airlines (SQ/SIA),,10:15:00,56A,1,1,1,Boeing 777 (B777),9V-SWD,,,,,,
2016-03-12 00:00:00,MDC,SIN,MI273,SilkAir (MI/SLK),,03:03:00,8A,1,1,1,Airbus A320 (A320),9V-SLL,,,,,,
2016-03-10 00:00:00,TTE,MDC,IW1171,Wings Air (IW/WON),,01:00:00,3F,1,1,1,ATR 72 (AT7X),PK-WHL,,,,,,
2016-03-08 00:00:00,MDC,TTE,IW1170,Wings Air (IW/WON),,00:51:00,5A,1,1,1,ATR 72 (AT7X),PK-WHL,,,,,,
2016-02-27 00:00:00,SIN,MDC,MI274,SilkAir (MI/SLK),,03:13:00,6F,1,1,1,Airbus A320 (A320),9V-SLM,,,,,,
2016-02-26 00:00:00,DME,SIN,SQ61,Singapore Airlines (SQ/SIA),,13:16:00,52A,1,1,1,Boeing 777 (B777),9V-SWQ,,,,,,
2016-02-23 00:00:00,SIP,DME,S7166,S7 Airlines (S7/SBI),,01:00:00,3F,1,2,1,Boeing 737 (B73X),VQ-BVL,,,,,,
2016-02-21 00:00:00,DME,SIP,S7163,S7 Airlines (S7/SBI),,03:02:00,3F,1,2,1,Boeing 737 (B73X),VP-BND,,,,,,
2016-02-14 00:00:00,BTS,VKO,PBD802,Pobeda (DP/PBD),,02:15:00,10A,1,1,1,Boeing 737 (B73X),VQ-BWI,,,,,,
2016-02-12 00:00:00,VKO,BTS,PBD801,Pobeda (DP/PBD),,02:19:00,5F,1,1,1,Boeing 737 (B73X),VQ-BTS,,,,,,
2016-01-24 00:00:00,BGY,VKO,PBD806,Pobeda (DP/PBD),,03:15:00,5A,1,1,1,Boeing 737 (B73X),VQ-BWG,,отличное место,,,,
2016-01-22 00:00:00,VKO,BGY,PBD805,Pobeda (DP/PBD),,03:03:00,27A,1,1,1,Boeing 737 (B73X),VQ-BWG,,окно не там,,,,
